action,current_replicas,event_type,observed_itl,observed_replicas,observed_ttft,predicted_itl,predicted_replicas,predicted_ttft,target_replicas,timestamp
,,prediction,,,,9.906434,1,20.508514,,2025-12-10T03:11:05.890Z
scale-down,2,scaling_decision,,,,,,,1,2025-12-10T03:11:05.890Z
,,observed_metrics,10.43,1,21.55,,,,,2025-12-10T03:12:05.924Z
,,prediction,,,,9.049987,2,18.225601,,2025-12-10T03:12:05.934Z
scale-up,1,scaling_decision,,,,,,,2,2025-12-10T03:12:05.934Z
,,observed_metrics,9.84,1,20.58,,,,,2025-12-10T03:13:05.967Z
,,prediction,,,,9.910685,1,19.84194,,2025-12-10T03:13:05.978Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:13:05.978Z
,,observed_metrics,9.95,1,20.46,,,,,2025-12-10T03:14:06.014Z
,,prediction,,,,9.951145,1,19.896679,,2025-12-10T03:14:06.024Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:14:06.024Z
,,observed_metrics,10.07,1,20.76,,,,,2025-12-10T03:15:06.058Z
,,prediction,,,,8.827971,2,17.991365,,2025-12-10T03:15:06.063Z
scale-up,1,scaling_decision,,,,,,,2,2025-12-10T03:15:06.063Z
,,observed_metrics,8.3,1,17.72,,,,,2025-12-10T03:16:06.105Z
,,prediction,,,,8.421396,1,18.282011,,2025-12-10T03:16:06.113Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:16:06.113Z
,,observed_metrics,8.21,1,17.47,,,,,2025-12-10T03:17:06.153Z
,,prediction,,,,8.253783,1,18.161427,,2025-12-10T03:17:06.164Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:17:06.164Z
,,observed_metrics,8.12,1,17.32,,,,,2025-12-10T03:18:06.196Z
,,prediction,,,,8.120569,1,17.99179,,2025-12-10T03:18:06.207Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:18:06.207Z
,,observed_metrics,8.51,1,18.35,,,,,2025-12-10T03:19:06.235Z
,,prediction,,,,8.472903,1,18.459724,,2025-12-10T03:19:06.244Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:19:06.244Z
,,observed_metrics,8.31,1,17.7,,,,,2025-12-10T03:20:06.277Z
,,prediction,,,,8.323009,1,18.114584,,2025-12-10T03:20:06.287Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:20:06.287Z
,,observed_metrics,8.44,1,17.3,,,,,2025-12-10T03:21:06.312Z
,,prediction,,,,8.430122,1,18.257706,,2025-12-10T03:21:06.322Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:21:06.322Z
,,observed_metrics,8.35,1,17.65,,,,,2025-12-10T03:22:06.365Z
,,prediction,,,,8.331692,1,17.98246,,2025-12-10T03:22:06.374Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:22:06.374Z
,,observed_metrics,8.5,1,17.53,,,,,2025-12-10T03:23:06.400Z
,,prediction,,,,8.50917,1,18.171589,,2025-12-10T03:23:06.410Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:23:06.410Z
,,observed_metrics,8.26,1,18.08,,,,,2025-12-10T03:24:06.440Z
,,prediction,,,,8.301752,1,18.262245,,2025-12-10T03:24:06.451Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:24:06.451Z
,,observed_metrics,8.16,1,17.38,,,,,2025-12-10T03:25:06.483Z
,,prediction,,,,8.1549015,1,17.950708,,2025-12-10T03:25:06.489Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:25:06.489Z
,,observed_metrics,8.01,1,16.83,,,,,2025-12-10T03:26:06.552Z
,,prediction,,,,8.025064,1,17.603142,,2025-12-10T03:26:06.562Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:26:06.562Z
,,observed_metrics,0.0,1,0.0,,,,,2025-12-10T03:27:06.592Z
,,prediction,,,,7.132496,1,16.344053,,2025-12-10T03:27:06.592Z
no-change,1,scaling_decision,,,,,,,1,2025-12-10T03:27:06.592Z
