action,current_replicas,event_type,observed_itl,observed_replicas,observed_ttft,predicted_itl,predicted_replicas,predicted_ttft,target_replicas,timestamp
,,prediction,,,,9.433597,5,22.409828,,2025-12-09T15:26:58.574Z
scale-up,2,scaling_decision,,,,,,,5,2025-12-09T15:26:58.574Z
,,observed_metrics,53.54,4,113.43,,,,,2025-12-09T15:27:58.608Z
,,prediction,,,,9.462881,6,21.680317,,2025-12-09T15:27:58.620Z
scale-up,4,scaling_decision,,,,,,,6,2025-12-09T15:27:58.620Z
,,observed_metrics,20.77,5,35.83,,,,,2025-12-09T15:28:58.670Z
,,prediction,,,,9.966375,9,23.26316,,2025-12-09T15:28:58.680Z
scale-up,5,scaling_decision,,,,,,,9,2025-12-09T15:28:58.681Z
,,observed_metrics,12.89,5,25.1,,,,,2025-12-09T15:29:58.713Z
,,prediction,,,,9.525473,8,22.8441,,2025-12-09T15:29:58.724Z
scale-up,5,scaling_decision,,,,,,,8,2025-12-09T15:29:58.724Z
,,observed_metrics,10.59,6,21.44,,,,,2025-12-09T15:30:58.757Z
,,prediction,,,,9.856613,7,21.6624,,2025-12-09T15:30:58.769Z
scale-up,6,scaling_decision,,,,,,,7,2025-12-09T15:30:58.769Z
,,observed_metrics,9.72,6,19.76,,,,,2025-12-09T15:31:58.801Z
,,prediction,,,,9.813759,6,23.102364,,2025-12-09T15:31:58.812Z
no-change,6,scaling_decision,,,,,,,6,2025-12-09T15:31:58.812Z
,,observed_metrics,9.74,6,20.11,,,,,2025-12-09T15:32:58.850Z
,,prediction,,,,9.738384,6,22.705677,,2025-12-09T15:32:58.860Z
no-change,6,scaling_decision,,,,,,,6,2025-12-09T15:32:58.860Z
,,observed_metrics,9.61,6,19.97,,,,,2025-12-09T15:33:58.919Z
,,prediction,,,,9.601471,6,22.20078,,2025-12-09T15:33:58.924Z
no-change,6,scaling_decision,,,,,,,6,2025-12-09T15:33:58.924Z
,,observed_metrics,9.71,6,20.07,,,,,2025-12-09T15:34:58.953Z
,,prediction,,,,9.719903,6,22.55336,,2025-12-09T15:34:58.963Z
no-change,6,scaling_decision,,,,,,,6,2025-12-09T15:34:58.963Z
,,observed_metrics,8.94,6,18.5,,,,,2025-12-09T15:35:58.994Z
,,prediction,,,,9.474213,5,21.705997,,2025-12-09T15:35:59.004Z
scale-down,6,scaling_decision,,,,,,,5,2025-12-09T15:35:59.004Z
,,observed_metrics,9.1,5,18.89,,,,,2025-12-09T15:36:59.042Z
,,prediction,,,,9.843378,4,23.215645,,2025-12-09T15:36:59.053Z
scale-down,5,scaling_decision,,,,,,,4,2025-12-09T15:36:59.053Z
,,observed_metrics,8.12,4,17.15,,,,,2025-12-09T15:37:59.083Z
,,prediction,,,,9.515955,2,21.659382,,2025-12-09T15:37:59.087Z
scale-down,4,scaling_decision,,,,,,,2,2025-12-09T15:37:59.087Z
,,observed_metrics,8.35,2,17.6,,,,,2025-12-09T15:38:59.127Z
,,prediction,,,,8.390746,2,18.597599,,2025-12-09T15:38:59.138Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T15:38:59.138Z
,,observed_metrics,8.54,2,17.33,,,,,2025-12-09T15:39:59.167Z
,,prediction,,,,8.528592,1,15.463511,,2025-12-09T15:39:59.178Z
scale-down,2,scaling_decision,,,,,,,1,2025-12-09T15:39:59.178Z
