timestamp,replicas,desired_replicas,num_requests_waiting,num_requests_waiting_target,kv_cache_usage_perc,kv_cache_usage_target,ttft_ms,itl_ms,request_rate_per_min,active_jobs
2025-12-06 16:04:01,2,2,0,20,0.908,0.5,0.00,0.00,0.00,0
2025-12-06 16:04:22,2,2,0,20,0.908,0.5,0.00,0.00,0.00,0
2025-12-06 16:04:43,2,2,0,20,0.911,0.5,0.00,0.00,0.00,0
2025-12-06 16:05:04,2,2,0,20,0.855,0.5,0.00,0.00,0.00,0
2025-12-06 16:05:25,2,2,0,20,0.462,0.5,0.00,0.00,0.00,0
2025-12-06 16:05:46,2,2,0,20,0.333,0.5,0.00,0.00,0.00,0
2025-12-06 16:06:06,2,1,0,20,0.052,0.5,0.00,0.00,0.00,0
2025-12-06 16:06:27,1,1,0,20,0.152,0.5,0.00,0.00,0.00,0
2025-12-06 16:06:48,1,1,0,20,0.152,0.5,0.00,0.00,0.00,0
2025-12-06 16:07:09,1,1,0,20,0.199,0.5,0.00,0.00,0.00,0
2025-12-06 16:07:30,1,1,0,20,0.196,0.5,0.00,0.00,0.00,0
2025-12-06 16:07:51,1,1,0,20,0.196,0.5,0.00,0.00,0.00,0
2025-12-06 16:08:12,1,1,0,20,0.187,0.5,0.00,0.00,0.00,0
2025-12-06 16:08:32,1,1,0,20,0.099,0.5,0.00,0.00,0.00,0
2025-12-06 16:08:53,1,1,0,20,0.099,0.5,0.00,0.00,0.00,0
2025-12-06 16:09:14,1,1,0,20,0.151,0.5,0.00,0.00,0.00,0
2025-12-06 16:09:35,1,1,0,20,0.086,0.5,0.00,0.00,0.00,0
2025-12-06 16:09:56,1,1,0,20,0.086,0.5,0.00,0.00,0.00,0
2025-12-06 16:10:17,1,1,0,20,0.09,0.5,0.00,0.00,0.00,0
2025-12-06 16:10:38,1,1,0,20,0.066,0.5,0.00,0.00,0.00,0
2025-12-06 16:10:59,1,1,0,20,0.091,0.5,0.00,0.00,0.00,0
2025-12-06 16:11:19,1,1,0,20,0.091,0.5,0.00,0.00,0.00,0
2025-12-06 16:11:40,1,1,0,20,0.077,0.5,0.00,0.00,0.00,0
2025-12-06 16:12:01,1,1,0,20,0.066,0.5,0.00,0.00,0.00,0
2025-12-06 16:12:22,1,1,0,20,0.066,0.5,0.00,0.00,0.00,0
2025-12-06 16:12:43,1,1,0,20,0.026,0.5,0.00,0.00,0.00,0
2025-12-06 16:13:04,1,1,0,20,0.025,0.5,0.00,0.00,0.00,0
2025-12-06 16:13:25,1,1,0,20,0.025,0.5,0.00,0.00,0.00,0
2025-12-06 16:13:45,1,1,0,20,0.031,0.5,0.00,0.00,0.00,0
2025-12-06 16:14:06,1,1,0,20,0.024,0.5,0.00,0.00,0.00,0
2025-12-06 16:14:27,1,1,0,20,0.024,0.5,0.00,0.00,0.00,0
2025-12-06 16:14:48,1,1,0,20,0,0.5,0.00,0.00,0.00,0
2025-12-06 16:15:09,1,1,0,20,0,0.5,0.00,0.00,0.00,0
2025-12-06 16:15:30,1,1,0,20,0,0.5,0.00,0.00,0.00,0
